cycle,run_name,prey_model_path,predator_model_path,seed,steps_ran,csv_path,mean_prey_population,mean_predator_population,final_prey_population,final_predator_population,prey_population_cv,predator_population_cv,prey_oscillation_period,predator_oscillation_period,system_survival_fraction,system_extinction_step,coexistence_score_mean,coexistence_score_min,coexistence_score_final,prey_birth_rate,predator_birth_rate,predation_rate,prey_death_rate,predator_death_rate,mean_prey_lifespan,mean_predator_lifespan,cumulative_predation_events,cumulative_prey_births,cumulative_predator_births,cumulative_prey_deaths,cumulative_predator_deaths
2,cycle2_seed7,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,49,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed7__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,330.375,4.55,337,0,0.1227,1.1019,331.2,0.0,0.9205,1842,0.0062,0.0,0.0,0.1825,0.0025,0.029,0.029,0.0075,11392.2,659.1,58,365,5,58,15
2,cycle2_seed8,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,50,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed8__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,328.249,36.6425,337,1,0.1369,1.4759,38.7,0.0,1.0,0,0.1596,0.0,0.0,0.606,0.0715,0.4525,0.4525,0.076,725.4,482.1,905,1212,143,905,152
2,cycle2_seed9,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,51,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed9__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,293.0935,146.8625,327,166,0.2598,0.2766,4.8,68.4,1.0,0,0.9543,0.0,0.982,6.7685,0.27,6.62,6.62,0.192,44.3,764.9,13240,13537,540,13240,384
2,cycle2_seed10,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,52,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed10__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,329.4205,5.286,337,1,0.1322,1.0933,190.3,0.0,1.0,0,0.004,0.0,0.0,0.2095,0.0035,0.056,0.056,0.008,5882.5,660.7,112,419,7,112,16
2,cycle2_seed11,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,53,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed11__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,306.913,152.609,327,168,0.1663,0.2153,5.1,74.1,1.0,0,0.9389,0.0,0.9704,7.2005,0.278,7.052,7.052,0.199,43.5,766.9,14104,14401,556,14104,398
2,cycle2_seed12,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,54,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed12__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,9.1295,3.9625,8,0,0.3303,0.4813,24.0,0.0,0.502,1005,0.2331,0.0,0.0,0.004,0.001,0.015,0.015,0.006,608.6,1315.6,30,8,2,30,12
2,cycle2_seed13,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,55,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed13__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,314.7545,122.223,326,165,0.1406,0.4417,5.9,48.3,1.0,0,0.6528,0.0,0.9849,5.8695,0.2465,5.7215,5.7215,0.169,55.0,723.2,11443,11739,493,11443,338
2,cycle2_seed14,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,56,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed14__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,328.9385,3.814,337,0,0.1382,0.5045,0.0,0.0,0.45,901,0.0035,0.0,0.0,0.1615,0.001,0.008,0.008,0.006,41117.3,1412.6,16,323,2,16,12
2,cycle2_seed15,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,57,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed15__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,329.933,10.53,337,0,0.1256,0.606,4.5,0.0,0.3315,664,0.0033,0.0,0.0,0.2355,0.021,0.082,0.082,0.026,4023.6,1221.7,164,471,42,164,52
2,cycle2_seed16,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,58,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed16__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,309.7085,127.299,248,149,0.166,0.466,5.2,71.2,1.0,0,0.7497,0.0,0.83,6.2145,0.2295,6.1055,6.1055,0.16,50.7,795.6,12211,12429,459,12211,320
2,cycle2_seed17,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,59,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed17__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,305.071,49.658,337,0,0.2866,0.7745,5.2,0.0,0.6185,1238,0.2874,0.0,0.0,1.037,0.08,0.8835,0.8835,0.085,345.3,944.6,1767,2074,160,1767,170
2,cycle2_seed18,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,60,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed18__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,305.0445,143.6505,308,153,0.1797,0.3122,5.8,67.0,1.0,0,0.8643,0.0,0.9968,6.412,0.2795,6.273,6.273,0.208,48.6,690.6,12546,12824,559,12546,416
2,cycle2_seed19,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,61,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed19__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,325.3275,39.6515,337,0,0.1588,1.1643,19.5,0.0,0.8495,1700,0.1685,0.0,0.0,0.8165,0.0845,0.663,0.663,0.0895,490.7,521.5,1326,1633,169,1326,179
2,cycle2_seed20,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,62,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed20__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,328.73,4.382,337,0,0.1397,0.4743,24.0,0.0,0.5275,1056,0.0045,0.0,0.0,0.1825,0.001,0.029,0.029,0.006,11335.5,1384.5,58,365,2,58,12
2,cycle2_seed21,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,63,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed21__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,329.154,20.1515,337,0,0.1312,0.9281,17.4,0.0,0.6275,1256,0.0032,0.0,0.0,0.3795,0.036,0.226,0.226,0.041,1456.4,783.3,452,759,72,452,82
2,cycle2_seed22,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,64,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed22__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,312.5705,151.5105,283,144,0.1348,0.2255,5.0,53.9,1.0,0,0.909,0.0,0.9793,7.369,0.274,7.2425,7.2425,0.207,43.2,731.9,14485,14738,548,14485,414
2,cycle2_seed23,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,65,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed23__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,327.4755,5.21,337,0,0.153,0.6527,0.0,0.0,0.607,1215,0.0158,0.0,0.0,0.178,0.005,0.0245,0.0245,0.01,13366.3,858.3,49,356,10,49,20
2,cycle2_seed24,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,66,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed24__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,329.225,5.7875,337,3,0.1342,0.6903,169.0,0.0,1.0,0,0.0048,0.0,0.0,0.258,0.0015,0.1045,0.1045,0.005,3150.5,1157.5,209,516,3,209,10
2,cycle2_seed25,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,67,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed25__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,319.7655,76.7095,337,88,0.1622,0.7248,16.5,161.0,1.0,0,0.331,0.0,0.1011,2.093,0.164,1.9395,1.9395,0.125,164.9,613.7,3879,4186,328,3879,250
2,cycle2_seed26,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,68,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed26__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,328.345,9.873,337,0,0.1422,0.5792,10.5,0.0,0.3965,794,0.0077,0.0,0.0,0.2755,0.017,0.122,0.122,0.022,2691.4,1131.8,244,551,34,244,44
2,cycle2_seed27,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,69,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed27__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,327.7935,16.2655,337,0,0.147,0.7535,6.2,0.0,0.446,893,0.0052,0.0,0.0,0.28,0.03,0.1265,0.1265,0.035,2591.3,1042.0,253,560,60,253,70
2,cycle2_seed28,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,70,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed28__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,302.443,148.103,332,164,0.1506,0.2379,4.8,71.1,1.0,0,0.892,0.0,0.9909,8.365,0.258,8.214,8.214,0.181,36.8,818.2,16428,16730,516,16428,362
2,cycle2_seed29,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,71,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed29__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,301.2155,149.854,313,159,0.1959,0.2504,5.4,78.2,1.0,0,0.8925,0.0,0.9812,7.062,0.271,6.9205,6.9205,0.1965,43.5,762.6,13841,14124,542,13841,393
2,cycle2_seed30,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,72,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed30__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,324.76,5.1135,337,1,0.1758,0.8215,403.0,0.0,1.0,0,0.0158,0.0,0.0,0.2125,0.0015,0.059,0.059,0.006,5504.4,852.2,118,425,3,118,12
2,cycle2_seed31,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,73,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed31__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,330.622,9.6735,337,0,0.1186,0.7204,19.0,0.0,0.412,825,0.002,0.0,0.0,0.2205,0.018,0.067,0.067,0.023,4934.7,1020.8,134,441,36,134,46
2,cycle2_seed32,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,74,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed32__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,306.891,127.2935,331,167,0.1493,0.4296,5.6,48.4,1.0,0,0.7413,0.0,0.9881,6.858,0.2445,6.7075,6.7075,0.166,45.8,766.8,13415,13716,489,13415,332
2,cycle2_seed33,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,75,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed33__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,303.22,146.943,329,164,0.1659,0.2556,4.9,45.8,1.0,0,0.9111,0.0,1.0,7.845,0.2755,7.6955,7.6955,0.1985,39.4,740.3,15391,15690,551,15391,397
2,cycle2_seed34,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,76,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed34__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,310.7745,149.2315,262,149,0.1672,0.2735,4.9,49.3,1.0,0,0.9079,0.0,0.8767,6.746,0.2755,6.63,6.63,0.206,46.9,724.4,13260,13492,551,13260,412
2,cycle2_seed35,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,77,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed35__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,328.4115,4.056,337,0,0.1433,0.8554,0.0,0.0,0.714,1429,0.0077,0.0,0.0,0.17,0.0015,0.0165,0.0165,0.0065,19903.7,873.9,33,340,3,33,13
2,cycle2_seed36,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,78,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed36__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,275.0245,48.6575,337,1,0.438,0.8106,31.8,0.0,1.0,0,0.0607,0.0,0.0,0.9895,0.072,0.836,0.836,0.0765,329.0,636.0,1672,1979,144,1672,153
2,cycle2_seed37,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,79,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed37__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,40.8655,37.7425,2,0,2.4631,0.7224,4.5,0.0,0.5235,1048,0.0743,0.0,0.0,0.769,0.0735,0.783,0.783,0.0785,52.2,918.4,1566,1538,147,1566,157
2,cycle2_seed38,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,80,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed38__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,330.219,3.6875,337,0,0.1246,0.627,0.0,0.0,0.426,853,0.0022,0.0,0.0,0.16,0.0025,0.0065,0.0065,0.0075,50802.9,1154.1,13,320,5,13,15
2,cycle2_seed39,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,81,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed39__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,312.826,136.688,333,167,0.1549,0.3753,5.3,67.4,1.0,0,0.8073,0.0,0.994,6.269,0.261,6.1175,6.1175,0.1825,51.1,749.0,12235,12538,522,12235,365
2,cycle2_seed40,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_prey_48_protocol2_cycle2.pkl,C:\Users\alejl\University\Thesis\ecoSim\src\models\trained_predator_48_protocol2_cycle2.pkl,82,2000,C:\Users\alejl\University\Thesis\ecoSim\src\models\results\long_horizon_evaluation\run48\cycle2_seed40__trained_prey_48_protocol2_cycle2__trained_predator_48_protocol2_cycle2_2000steps.csv,315.045,99.9605,324,163,0.1543,0.7143,6.5,58.4,1.0,0,0.5636,0.0,0.9909,4.962,0.189,4.815,4.815,0.1125,65.4,888.5,9630,9924,378,9630,225
