step,reward,cumulative_reward,main_agent_energy,main_agent_thirst,main_agent_can_reproduce,main_agent_water_nearby,prey_population,predator_population,total_alive,avg_prey_energy,avg_predator_energy,min_prey_energy,max_prey_energy,min_predator_energy,max_predator_energy,cumulative_prey_births,cumulative_predator_births,cumulative_predation_events,cumulative_prey_deaths,cumulative_predator_deaths,cumulative_prey_reward,cumulative_predator_reward
401,-0.01,361.2900000000021,95.50000000000004,97.5,1,1,226,0,226,90.93296460177,0.0,79.14999999999988,100.0,0.0,0.0,219,0,0,0,0,84982.73000000045,176.48999999999944
402,-0.01,361.28000000000213,95.20000000000005,97.0,1,1,226,0,226,91.00929203539829,0.0,79.75000000000017,100.0,0.0,0.0,219,0,0,0,0,85223.35000000043,176.48999999999944
403,-0.01,361.27000000000214,94.90000000000005,96.5,1,1,226,0,226,91.15066371681424,0.0,79.45000000000014,100.0,0.0,0.0,219,0,0,0,0,85425.94000000053,176.48999999999944
404,-0.01,361.26000000000215,94.60000000000005,96.0,1,1,226,0,226,91.01393805309742,0.0,79.15000000000015,100.0,0.0,0.0,219,0,0,0,0,85508.56000000054,176.48999999999944
405,-0.01,361.25000000000216,94.30000000000005,95.5,1,1,226,0,226,90.89181415929211,0.0,78.85000000000015,100.0,0.0,0.0,219,0,0,0,0,85628.7200000005,176.48999999999944
406,-0.01,361.24000000000217,94.00000000000006,95.0,1,1,226,0,226,90.86792035398237,0.0,79.75000000000013,100.0,0.0,0.0,219,0,0,0,0,85790.83000000044,176.48999999999944
407,-0.01,361.2300000000022,93.70000000000006,94.5,1,1,226,0,226,91.14070796460184,0.0,79.75000000000018,100.0,0.0,0.0,219,0,0,0,0,86112.4100000005,176.48999999999944
408,-0.01,361.2200000000022,93.40000000000006,94.0,1,1,226,0,226,91.3743362831859,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,86353.52000000044,176.48999999999944
409,-0.01,361.2100000000022,93.10000000000007,93.5,1,1,226,0,226,91.61261061946908,0.0,79.45000000000017,100.0,0.0,0.0,219,0,0,0,0,86634.13000000038,176.48999999999944
410,-0.01,361.2000000000022,92.80000000000007,93.0,1,1,226,0,226,91.54225663716818,0.0,79.75000000000018,100.0,0.0,0.0,219,0,0,0,0,86753.80000000045,176.48999999999944
411,-0.01,361.1900000000022,92.50000000000007,92.5,1,1,226,0,226,91.62654867256643,0.0,79.45000000000019,100.0,0.0,0.0,219,0,0,0,0,86952.96000000041,176.48999999999944
412,-0.01,361.1800000000022,92.20000000000007,92.0,1,1,226,0,226,91.70287610619475,0.0,79.00000000000018,100.0,0.0,0.0,219,0,0,0,0,87152.12000000046,176.48999999999944
413,-0.01,361.17000000000223,91.90000000000008,91.5,1,1,226,0,226,91.57743362831864,0.0,78.55000000000018,100.0,0.0,0.0,219,0,0,0,0,87312.2700000005,176.48999999999944
414,-0.01,361.16000000000224,91.60000000000008,91.0,1,1,226,0,226,91.470575221239,0.0,78.10000000000018,100.0,0.0,0.0,219,0,0,0,0,87432.92000000055,176.48999999999944
415,-0.01,361.15000000000225,91.30000000000008,90.5,1,1,226,0,226,91.26283185840715,0.0,77.65000000000018,100.0,0.0,0.0,219,0,0,0,0,87513.0900000005,176.48999999999944
416,-0.01,361.14000000000226,91.00000000000009,90.0,1,1,226,0,226,91.13805309734518,0.0,77.20000000000017,100.0,0.0,0.0,219,0,0,0,0,87635.21000000043,176.48999999999944
417,-0.01,361.13000000000227,90.70000000000009,89.5,1,1,226,0,226,91.13871681415935,0.0,76.90000000000018,100.0,0.0,0.0,219,0,0,0,0,87793.4000000005,176.48999999999944
418,-0.01,361.1200000000023,90.40000000000009,89.0,1,1,226,0,226,90.9442477876107,0.0,76.45000000000017,100.0,0.0,0.0,219,0,0,0,0,87873.57000000046,176.48999999999944
419,-0.01,361.1100000000023,90.1000000000001,88.5,1,1,226,0,226,90.9030973451328,0.0,76.15000000000018,100.0,0.0,0.0,219,0,0,0,0,87994.71000000043,176.48999999999944
420,-0.01,361.1000000000023,89.8000000000001,88.0,1,1,226,0,226,90.85530973451336,0.0,79.90000000000018,100.0,0.0,0.0,219,0,0,0,0,88114.87000000039,176.48999999999944
421,-0.01,361.0900000000023,89.5000000000001,87.5,1,1,226,0,226,90.6767699115045,0.0,79.90000000000015,100.0,0.0,0.0,219,0,0,0,0,88195.0400000004,176.48999999999944
422,-0.01,361.0800000000023,89.2000000000001,87.0,1,1,226,0,226,90.54601769911511,0.0,79.75000000000014,100.0,0.0,0.0,219,0,0,0,0,88275.21000000036,176.48999999999944
423,-0.01,361.0700000000023,88.9000000000001,86.5,1,1,226,0,226,90.42588495575231,0.0,79.90000000000019,100.0,0.0,0.0,219,0,0,0,0,88394.39000000045,176.48999999999944
424,-0.01,361.06000000000233,88.60000000000011,86.0,1,1,226,0,226,90.27721238938061,0.0,79.90000000000015,100.0,0.0,0.0,219,0,0,0,0,88476.0300000005,176.48999999999944
425,-0.01,361.05000000000234,88.30000000000011,85.5,1,1,226,0,226,90.18230088495584,0.0,79.60000000000018,100.0,0.0,0.0,219,0,0,0,0,88595.21000000043,176.48999999999944
426,-0.01,361.04000000000235,88.00000000000011,85.0,1,1,226,0,226,90.11725663716823,0.0,79.90000000000018,100.0,0.0,0.0,219,0,0,0,0,88714.39000000054,176.48999999999944
427,-0.01,361.03000000000236,87.70000000000012,84.5,1,1,226,0,226,89.91880530973458,0.0,79.75000000000017,100.0,0.0,0.0,219,0,0,0,0,88796.52000000056,176.48999999999944
428,-0.01,361.02000000000237,87.40000000000012,84.0,1,1,226,0,226,90.44579646017708,0.0,79.75000000000014,100.0,0.0,0.0,219,0,0,0,0,89197.10000000054,176.48999999999944
429,-0.01,361.0100000000024,87.10000000000012,83.5,1,1,226,0,226,90.67876106194697,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,89437.72000000057,176.48999999999944
430,-0.01,361.0000000000024,86.80000000000013,83.0,1,1,226,0,226,90.60309734513282,0.0,79.75000000000017,100.0,0.0,0.0,219,0,0,0,0,89557.88000000046,176.48999999999944
431,-0.01,360.9900000000024,86.50000000000013,82.5,1,1,226,0,226,90.55132743362837,0.0,79.75000000000014,100.0,0.0,0.0,219,0,0,0,0,89720.48000000052,176.48999999999944
432,-0.01,360.9800000000024,86.20000000000013,82.0,1,1,226,0,226,90.50022123893812,0.0,79.75000000000016,100.0,0.0,0.0,219,0,0,0,0,89839.66000000045,176.48999999999944
433,-0.01,360.9700000000024,85.90000000000013,81.5,1,1,226,0,226,90.25530973451336,0.0,79.30000000000015,100.0,0.0,0.0,219,0,0,0,0,89879.3500000004,176.48999999999944
434,-0.01,360.9600000000024,85.60000000000014,81.0,1,1,226,0,226,90.23407079646024,0.0,79.00000000000016,100.0,0.0,0.0,219,0,0,0,0,90081.9400000005,176.48999999999944
435,-0.01,360.95000000000243,85.30000000000014,80.5,1,1,226,0,226,90.09800884955759,0.0,78.70000000000016,100.0,0.0,0.0,219,0,0,0,0,90162.60000000044,176.48999999999944
436,-0.01,360.94000000000244,85.00000000000014,80.0,1,1,226,0,226,90.1484513274337,0.0,78.40000000000016,100.0,0.0,0.0,219,0,0,0,0,90323.73000000046,176.48999999999944
437,-0.01,360.93000000000245,84.70000000000014,79.5,1,1,226,0,226,89.92477876106203,0.0,78.10000000000016,100.0,0.0,0.0,219,0,0,0,0,90364.89000000057,176.48999999999944
438,0.48,361.41000000000247,84.40000000000015,99.0,1,1,226,0,226,89.70442477876115,0.0,77.65000000000016,100.0,0.0,0.0,219,0,0,0,0,90404.5800000006,176.48999999999944
439,-0.01,361.4000000000025,84.10000000000015,98.5,1,1,226,0,226,89.48075221238945,0.0,77.20000000000016,100.0,0.0,0.0,219,0,0,0,0,90446.72000000053,176.48999999999944
440,-0.01,361.3900000000025,83.80000000000015,98.0,1,1,226,0,226,89.16814159292045,0.0,76.90000000000016,99.7,0.0,0.0,219,0,0,0,0,90446.91000000057,176.48999999999944
441,-0.01,361.3800000000025,83.50000000000016,97.5,1,1,226,0,226,89.36460176991157,0.0,76.60000000000016,100.0,0.0,0.0,219,0,0,0,0,90688.51000000058,176.48999999999944
442,-0.01,361.3700000000025,83.20000000000016,97.0,1,1,226,0,226,89.06261061946911,0.0,76.30000000000017,100.0,0.0,0.0,219,0,0,0,0,90729.1800000006,176.48999999999944
443,-0.01,361.3600000000025,82.90000000000016,96.5,1,1,226,0,226,89.30221238938063,0.0,75.85000000000016,100.0,0.0,0.0,219,0,0,0,0,91011.75000000047,176.48999999999944
444,-0.01,361.3500000000025,82.60000000000016,96.0,1,1,226,0,226,89.27300884955761,0.0,75.55000000000017,100.0,0.0,0.0,219,0,0,0,0,91174.84000000053,176.48999999999944
445,-0.01,361.34000000000253,82.30000000000017,95.5,1,1,226,0,226,89.31017699115053,0.0,75.25000000000017,100.0,0.0,0.0,219,0,0,0,0,91374.98000000052,176.48999999999944
446,-0.01,361.33000000000254,82.00000000000017,95.0,1,1,226,0,226,89.43561946902663,0.0,74.80000000000017,100.0,0.0,0.0,219,0,0,0,0,91577.08000000048,176.48999999999944
447,-0.01,361.32000000000255,81.70000000000017,94.5,1,1,226,0,226,89.35331858407089,0.0,74.50000000000017,100.0,0.0,0.0,219,0,0,0,0,91697.73000000049,176.48999999999944
448,-0.01,361.31000000000256,81.40000000000018,94.0,1,1,226,0,226,89.41504424778769,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,91859.84000000052,176.48999999999944
449,-0.01,361.30000000000257,81.10000000000018,93.5,1,1,226,0,226,89.28429203539832,0.0,79.75000000000017,100.0,0.0,0.0,219,0,0,0,0,91941.97000000053,176.48999999999944
450,-0.01,361.2900000000026,80.80000000000018,93.0,1,1,226,0,226,89.34800884955759,0.0,79.45000000000014,100.0,0.0,0.0,219,0,0,0,0,92141.62000000058,176.48999999999944
451,-0.01,361.2800000000026,80.50000000000018,92.5,1,1,226,0,226,89.48938053097355,0.0,79.75000000000018,100.0,0.0,0.0,219,0,0,0,0,92341.76000000059,176.48999999999944
452,-0.01,361.2700000000026,80.20000000000019,92.0,1,1,226,0,226,89.48539823008858,0.0,79.30000000000018,100.0,0.0,0.0,219,0,0,0,0,92540.92000000058,176.48999999999944
453,-0.01,361.2600000000026,79.90000000000019,91.5,1,1,226,0,226,89.62809734513283,0.0,79.6000000000002,100.0,0.0,0.0,219,0,0,0,0,92781.05000000056,176.48999999999944
454,39.980000000000004,401.2400000000026,100.0,91.0,1,1,226,0,226,89.8192477876107,0.0,79.89999999999988,100.0,0.0,0.0,219,0,0,0,0,93022.1600000005,176.48999999999944
455,-0.01,401.23000000000263,99.7,90.5,1,1,226,0,226,89.81460176991159,0.0,79.90000000000018,100.0,0.0,0.0,219,0,0,0,0,93222.79000000055,176.48999999999944
456,-0.01,401.22000000000264,99.4,90.0,1,1,226,0,226,89.68252212389389,0.0,79.75000000000016,100.0,0.0,0.0,219,0,0,0,0,93304.43000000047,176.48999999999944
457,-0.01,401.21000000000265,99.10000000000001,89.5,1,1,226,0,226,89.95000000000009,0.0,79.45000000000017,100.0,0.0,0.0,219,0,0,0,0,93583.5700000005,176.48999999999944
458,-0.01,401.20000000000266,98.80000000000001,89.0,1,1,226,0,226,90.27123893805317,0.0,79.75000000000016,100.0,0.0,0.0,219,0,0,0,0,93863.69000000053,176.48999999999944
459,-0.01,401.19000000000267,98.50000000000001,88.5,1,1,226,0,226,90.75110619469034,0.0,79.90000000000019,100.0,0.0,0.0,219,0,0,0,0,94222.81000000046,176.48999999999944
460,-0.01,401.1800000000027,98.20000000000002,88.0,1,1,226,0,226,90.53274336283195,0.0,79.75000000000018,100.0,0.0,0.0,219,0,0,0,0,94302.00000000052,176.48999999999944
461,-0.01,401.1700000000027,97.90000000000002,87.5,1,1,226,0,226,90.6502212389381,0.0,79.6000000000002,100.0,0.0,0.0,219,0,0,0,0,94502.6300000006,176.48999999999944
462,-0.01,401.1600000000027,97.60000000000002,87.0,1,1,226,0,226,90.86460176991157,0.0,79.75000000000017,100.0,0.0,0.0,219,0,0,0,0,94742.76000000062,176.48999999999944
463,-0.01,401.1500000000027,97.30000000000003,86.5,1,1,226,0,226,90.6376106194691,0.0,79.45000000000017,100.0,0.0,0.0,219,0,0,0,0,94782.45000000055,176.48999999999944
464,-0.01,401.1400000000027,97.00000000000003,86.0,1,1,226,0,226,90.84601769911512,0.0,79.30000000000018,100.0,0.0,0.0,219,0,0,0,0,95063.06000000061,176.48999999999944
465,-0.01,401.1300000000027,96.70000000000003,85.5,1,1,226,0,226,90.79955752212398,0.0,78.85000000000018,100.0,0.0,0.0,219,0,0,0,0,95221.25000000068,176.48999999999944
466,-0.01,401.12000000000273,96.40000000000003,85.0,1,1,226,0,226,90.80818584070803,0.0,78.40000000000018,100.0,0.0,0.0,219,0,0,0,0,95381.40000000065,176.48999999999944
467,-0.01,401.11000000000274,96.10000000000004,84.5,1,1,226,0,226,90.52942477876114,0.0,77.95000000000017,100.0,0.0,0.0,219,0,0,0,0,95461.08000000057,176.48999999999944
468,-0.01,401.10000000000275,95.80000000000004,84.0,1,1,226,0,226,90.62101769911511,0.0,77.50000000000017,100.0,0.0,0.0,219,0,0,0,0,95661.22000000063,176.48999999999944
469,-0.01,401.09000000000276,95.50000000000004,83.5,1,1,226,0,226,90.5300884955753,0.0,77.05000000000017,100.0,0.0,0.0,219,0,0,0,0,95822.8400000006,176.48999999999944
470,-0.01,401.08000000000277,95.20000000000005,83.0,1,1,226,0,226,90.69402654867264,0.0,76.60000000000016,100.0,0.0,0.0,219,0,0,0,0,96103.45000000054,176.48999999999944
471,-0.01,401.0700000000028,94.90000000000005,82.5,1,1,226,0,226,91.00066371681423,0.0,76.15000000000016,100.0,0.0,0.0,219,0,0,0,0,96386.02000000054,176.48999999999944
472,-0.01,401.0600000000028,94.60000000000005,82.0,1,1,226,0,226,90.74911504424786,0.0,75.70000000000016,100.0,0.0,0.0,219,0,0,0,0,96425.71000000057,176.48999999999944
473,-0.01,401.0500000000028,94.30000000000005,81.5,1,1,226,0,226,90.45641592920362,0.0,75.25000000000016,100.0,0.0,0.0,219,0,0,0,0,96465.4000000006,176.48999999999944
474,-0.01,401.0400000000028,94.00000000000006,81.0,1,1,226,0,226,91.2814159292036,0.0,79.45000000000017,100.0,0.0,0.0,219,0,0,0,0,96987.4200000006,176.48999999999944
475,-0.01,401.0300000000028,93.70000000000006,80.5,1,1,226,0,226,91.37168141592927,0.0,79.00000000000017,100.0,0.0,0.0,219,0,0,0,0,97227.55000000069,176.48999999999944
476,-0.01,401.0200000000028,93.40000000000006,80.0,1,1,226,0,226,91.43938053097351,0.0,78.70000000000017,100.0,0.0,0.0,219,0,0,0,0,97428.67000000057,176.48999999999944
477,-0.01,401.01000000000283,93.10000000000007,79.5,1,1,226,0,226,91.39955752212397,0.0,78.25000000000017,100.0,0.0,0.0,219,0,0,0,0,97549.8100000006,176.48999999999944
478,0.48,401.49000000000285,92.80000000000007,99.0,1,1,226,0,226,91.2442477876107,0.0,77.95000000000017,100.0,0.0,0.0,219,0,0,0,0,97630.96000000062,176.48999999999944
479,-0.01,401.48000000000286,92.50000000000007,98.5,1,1,226,0,226,91.31526548672572,0.0,77.65000000000018,100.0,0.0,0.0,219,0,0,0,0,97874.52000000062,176.48999999999944
480,-0.01,401.47000000000287,92.20000000000007,98.0,1,1,226,0,226,91.30000000000007,0.0,77.20000000000017,100.0,0.0,0.0,219,0,0,0,0,98034.67000000051,176.48999999999944
481,-0.01,401.4600000000029,91.90000000000008,97.5,1,1,226,0,226,91.34977876106201,0.0,76.90000000000018,100.0,0.0,0.0,219,0,0,0,0,98235.30000000057,176.48999999999944
482,-0.01,401.4500000000029,91.60000000000008,97.0,1,1,226,0,226,91.09955752212396,0.0,76.45000000000017,100.0,0.0,0.0,219,0,0,0,0,98275.97000000053,176.48999999999944
483,-0.01,401.4400000000029,91.30000000000008,96.5,1,1,226,0,226,91.06039823008857,0.0,76.00000000000017,100.0,0.0,0.0,219,0,0,0,0,98396.62000000053,176.48999999999944
484,-0.01,401.4300000000029,91.00000000000009,96.0,1,1,226,0,226,91.03517699115051,0.0,75.55000000000017,100.0,0.0,0.0,219,0,0,0,0,98562.16000000059,176.48999999999944
485,-0.01,401.4200000000029,90.70000000000009,95.5,1,1,226,0,226,91.10420353982309,0.0,78.70000000000014,100.0,0.0,0.0,219,0,0,0,0,98722.80000000057,176.48999999999944
486,-0.01,401.4100000000029,90.40000000000009,95.0,1,1,226,0,226,91.00398230088503,0.0,78.40000000000015,100.0,0.0,0.0,219,0,0,0,0,98883.4400000006,176.48999999999944
487,-0.01,401.40000000000293,90.1000000000001,94.5,1,1,226,0,226,90.88384955752218,0.0,78.10000000000015,100.0,0.0,0.0,219,0,0,0,0,99004.09000000067,176.48999999999944
488,-0.01,401.39000000000294,89.8000000000001,94.0,1,1,226,0,226,90.96880530973459,0.0,77.80000000000015,100.0,0.0,0.0,219,0,0,0,0,99207.17000000064,176.48999999999944
489,-0.01,401.38000000000295,89.5000000000001,93.5,1,1,226,0,226,91.01460176991158,0.0,77.35000000000015,100.0,0.0,0.0,219,0,0,0,0,99406.82000000068,176.48999999999944
490,-0.01,401.37000000000296,89.2000000000001,93.0,1,1,226,0,226,91.13738938053105,0.0,77.05000000000015,100.0,0.0,0.0,219,0,0,0,0,99645.9700000007,176.48999999999944
491,-0.01,401.36000000000297,88.9000000000001,92.5,1,1,226,0,226,90.82146017699122,0.0,76.60000000000015,99.7,0.0,0.0,219,0,0,0,0,99647.14000000052,176.48999999999944
492,-0.01,401.350000000003,88.60000000000011,92.0,1,1,226,0,226,90.86061946902662,0.0,76.15000000000015,100.0,0.0,0.0,219,0,0,0,0,99806.80000000064,176.48999999999944
493,-0.01,401.340000000003,88.30000000000011,91.5,1,1,226,0,226,90.84469026548679,0.0,75.70000000000014,100.0,0.0,0.0,219,0,0,0,0,99965.97000000069,176.48999999999944
494,-0.01,401.330000000003,88.00000000000011,91.0,1,1,226,0,226,90.74048672566379,0.0,79.75000000000017,100.0,0.0,0.0,219,0,0,0,0,100085.15000000055,176.48999999999944
495,-0.01,401.320000000003,87.70000000000012,90.5,1,1,226,0,226,90.87986725663723,0.0,79.90000000000015,100.0,0.0,0.0,219,0,0,0,0,100286.27000000059,176.48999999999944
496,-0.01,401.310000000003,87.40000000000012,90.0,1,1,226,0,226,90.83539823008856,0.0,79.75000000000018,100.0,0.0,0.0,219,0,0,0,0,100406.92000000065,176.48999999999944
497,-0.01,401.300000000003,87.10000000000012,89.5,1,1,226,0,226,90.79292035398237,0.0,79.75000000000017,100.0,0.0,0.0,219,0,0,0,0,100528.06000000062,176.48999999999944
498,-0.01,401.29000000000303,86.80000000000013,89.0,1,1,226,0,226,90.75044247787618,0.0,79.59999999999988,100.0,0.0,0.0,219,0,0,0,0,100647.73000000067,176.48999999999944
499,-0.01,401.28000000000304,86.50000000000013,88.5,1,1,226,0,226,90.87057522123901,0.0,79.89999999999988,100.0,0.0,0.0,219,0,0,0,0,100887.8600000007,176.48999999999944
500,-0.01,401.27000000000305,86.20000000000013,88.0,1,1,226,0,226,90.70066371681425,0.0,79.90000000000018,100.0,0.0,0.0,219,0,0,0,0,101008.5100000006,176.48999999999944
