step,reward,cumulative_reward,main_agent_energy,main_agent_thirst,main_agent_can_reproduce,main_agent_water_nearby,prey_population,predator_population,total_alive,avg_prey_energy,avg_predator_energy,min_prey_energy,max_prey_energy,min_predator_energy,max_predator_energy,cumulative_prey_births,cumulative_predator_births,cumulative_predation_events,cumulative_prey_deaths,cumulative_predator_deaths,cumulative_prey_reward,cumulative_predator_reward
129,-0.01,160.1399999999997,96.84999999999998,90.0,0,1,226,2,228,67.15929203539825,44.27500000000031,30.850000000000023,100.0,43.450000000000294,45.10000000000033,219,0,0,0,0,27729.590000000022,106.19999999999978
130,-0.01,160.1299999999997,96.39999999999998,89.5,0,1,226,2,228,69.47964601769914,43.975000000000314,30.550000000000022,100.0,43.1500000000003,44.80000000000033,219,0,0,0,0,28447.64000000001,107.15999999999977
131,-0.01,160.11999999999972,95.94999999999997,89.0,0,1,226,2,228,70.76902654867258,43.60000000000032,30.25000000000002,100.0,42.8500000000003,44.350000000000335,219,0,0,0,0,28926.73000000002,107.62999999999977
132,-0.01,160.10999999999973,95.49999999999997,88.5,0,1,226,2,228,73.53053097345133,43.300000000000324,30.850000000000037,100.0,42.5500000000003,44.05000000000034,219,0,0,0,0,29725.250000000015,108.58999999999976
133,-0.01,160.09999999999974,95.04999999999997,88.0,0,1,226,2,228,74.6033185840708,42.925000000000324,30.550000000000036,100.0,42.250000000000306,43.60000000000034,219,0,0,0,0,30163.859999999993,109.05999999999976
134,-0.01,160.08999999999975,94.59999999999997,87.5,0,1,226,2,228,76.57234513274338,42.62500000000033,31.150000000000073,100.0,41.95000000000031,43.300000000000345,219,0,0,0,0,30761.940000000024,110.01999999999975
135,-0.01,160.07999999999976,94.14999999999996,87.0,0,1,226,2,228,78.73429203539825,42.32500000000033,31.900000000000077,100.0,41.65000000000031,43.00000000000035,219,0,0,0,0,31439.999999999993,110.97999999999975
136,-0.01,160.06999999999977,93.69999999999996,86.5,1,1,226,2,228,80.64623893805312,41.95000000000033,32.35000000000007,100.0,41.200000000000315,42.70000000000035,219,0,0,0,0,32119.04000000004,111.44999999999975
137,-0.01,160.05999999999977,93.24999999999996,86.0,1,1,226,2,228,83.12212389380532,41.65000000000033,32.050000000000075,100.0,40.90000000000032,42.400000000000354,219,0,0,0,0,32998.03000000003,112.40999999999974
138,-0.01,160.04999999999978,92.79999999999995,85.5,1,1,226,2,228,84.50818584070798,41.350000000000335,32.65000000000007,100.0,40.60000000000032,42.10000000000036,219,0,0,0,0,33477.610000000044,113.36999999999973
139,-0.01,160.0399999999998,92.34999999999995,85.0,1,1,226,2,228,85.04977876106194,41.05000000000034,32.80000000000007,100.0,40.300000000000324,41.80000000000036,219,0,0,0,0,33756.750000000015,114.32999999999973
140,-0.01,160.0299999999998,91.89999999999995,84.5,1,1,226,2,228,87.29380530973451,40.75000000000034,33.100000000000065,100.0,40.00000000000033,41.50000000000036,219,0,0,0,0,34475.77999999999,115.28999999999972
141,0.48,160.5099999999998,91.59999999999995,100.0,1,1,226,2,228,88.38429203539822,40.450000000000344,33.100000000000065,100.0,39.70000000000033,41.200000000000365,219,0,0,0,0,34955.84999999997,116.24999999999972
142,-0.01,160.4999999999998,91.14999999999995,99.5,1,1,226,2,228,90.07699115044248,40.15000000000035,33.70000000000006,100.0,39.40000000000033,40.90000000000037,219,0,0,0,0,35594.900000000016,117.20999999999971
143,-0.01,160.4899999999998,90.69999999999995,99.0,1,1,226,2,228,92.05862831858407,39.85000000000035,34.45000000000005,100.0,39.100000000000335,40.60000000000037,219,0,0,0,0,36353.919999999955,118.1699999999997
144,-0.01,160.47999999999982,90.24999999999994,98.5,1,1,226,2,228,93.13185840707963,39.55000000000035,34.150000000000055,100.0,38.80000000000034,40.300000000000374,219,0,0,0,0,36793.02000000008,119.1299999999997
145,-0.01,160.46999999999983,89.79999999999994,98.0,1,1,226,2,228,93.83075221238934,39.250000000000355,73.85000000000005,100.0,38.50000000000034,40.00000000000038,219,0,0,0,0,37232.61000000004,120.08999999999969
146,-0.01,160.45999999999984,89.34999999999994,97.5,0,1,226,2,228,93.73517699115041,38.95000000000036,79.94999999999997,100.0,38.200000000000344,39.70000000000038,219,0,0,0,0,37353.25999999999,121.04999999999968
147,-0.01,160.44999999999985,88.89999999999993,97.0,1,1,226,2,228,93.45088495575219,38.65000000000036,79.79999999999998,100.0,37.90000000000035,39.40000000000038,219,0,0,0,0,37473.42000000004,122.00999999999968
148,-0.01,160.43999999999986,88.44999999999993,96.5,1,1,226,2,228,93.187610619469,38.350000000000364,79.94999999999996,100.0,37.60000000000035,39.100000000000385,219,0,0,0,0,37553.59,122.96999999999967
149,-0.01,160.42999999999986,87.99999999999993,96.0,1,1,226,2,228,92.83561946902651,38.05000000000037,81.69999999999989,100.0,37.30000000000035,38.80000000000039,219,0,0,0,0,37595.24000000004,123.92999999999967
150,-0.01,160.41999999999987,87.54999999999993,95.5,1,1,226,2,228,92.41615044247783,37.75000000000037,81.24999999999989,100.0,37.000000000000355,38.50000000000039,219,0,0,0,0,37634.92999999999,124.88999999999966
151,-0.01,160.40999999999988,87.09999999999992,95.0,1,1,226,2,228,92.00995575221236,37.45000000000037,80.79999999999988,100.0,36.70000000000036,38.200000000000394,219,0,0,0,0,37676.090000000055,125.84999999999965
152,-0.01,160.3999999999999,86.64999999999992,94.5,1,1,226,2,228,91.5898230088495,37.07500000000038,80.49999999999989,100.0,36.25000000000036,37.9000000000004,219,0,0,0,0,37716.270000000055,126.31999999999965
153,-0.01,160.3899999999999,86.19999999999992,94.0,1,1,226,2,228,91.14778761061945,36.70000000000039,80.19999999999989,99.55,35.80000000000037,37.6000000000004,219,0,0,0,0,37718.42000000003,126.78999999999965
154,-0.01,160.3799999999999,85.74999999999991,93.5,1,1,226,2,228,90.70376106194685,36.40000000000039,79.89999999999989,99.1,35.50000000000037,37.3000000000004,219,0,0,0,0,37719.100000000064,127.74999999999966
155,-0.01,160.36999999999992,85.29999999999991,93.0,1,1,226,2,228,90.34800884955746,36.10000000000039,80.65000000000002,100.0,35.20000000000037,37.000000000000405,219,0,0,0,0,37758.300000000025,128.70999999999967
156,-0.01,160.35999999999993,84.84999999999991,92.5,1,1,226,2,228,89.9398230088495,35.800000000000395,80.20000000000002,100.0,34.900000000000375,36.70000000000041,219,0,0,0,0,37798.970000000074,129.66999999999967
157,-0.01,160.34999999999994,84.3999999999999,92.0,1,1,226,2,228,89.56084070796453,35.5000000000004,79.75000000000001,100.0,34.60000000000038,36.40000000000041,219,0,0,0,0,37881.590000000026,130.62999999999965
158,-0.01,160.33999999999995,83.9499999999999,91.5,1,1,226,2,228,89.25685840707959,35.2000000000004,79.90000000000016,100.0,34.30000000000038,36.10000000000041,219,0,0,0,0,37962.74000000008,131.5899999999997
159,-0.01,160.32999999999996,83.4999999999999,91.0,1,1,226,2,228,88.90707964601765,34.900000000000404,79.7499999999999,100.0,34.000000000000384,35.800000000000416,219,0,0,0,0,38005.86000000003,132.54999999999967
160,-0.01,160.31999999999996,83.0499999999999,90.5,1,1,226,2,228,88.783628318584,34.600000000000406,79.3,100.0,33.70000000000039,35.50000000000042,219,0,0,0,0,38165.030000000006,133.5099999999997
161,-0.01,160.30999999999997,82.5999999999999,90.0,1,1,226,2,228,88.59845132743357,34.30000000000041,79.59999999999998,100.0,33.40000000000039,35.20000000000042,219,0,0,0,0,38289.600000000006,134.4699999999997
162,-0.01,160.29999999999998,82.14999999999989,89.5,1,1,226,2,228,88.57057522123885,34.00000000000041,80.04999999999991,100.0,33.10000000000039,34.900000000000425,219,0,0,0,0,38532.67000000004,135.42999999999972
163,-0.01,160.29,81.69999999999989,89.0,1,1,226,2,228,88.13252212389375,33.700000000000415,79.59999999999991,99.7,32.800000000000395,34.60000000000043,219,0,0,0,0,38537.76000000004,136.3899999999997
164,-0.01,160.28,81.24999999999989,88.5,1,1,226,2,228,87.92942477876099,33.40000000000042,80.19999999999999,100.0,32.5000000000004,34.30000000000043,219,0,0,0,0,38662.82000000003,137.34999999999974
165,-0.01,160.27,80.79999999999988,88.0,1,1,226,2,228,87.48672566371674,33.02500000000042,79.74999999999999,99.55,32.2000000000004,33.850000000000435,219,0,0,0,0,38663.98999999998,137.8199999999997
166,-0.01,160.26000000000002,80.34999999999988,87.5,1,1,226,2,228,87.13827433628312,32.65000000000042,79.29999999999998,100.0,31.9000000000004,33.40000000000044,219,0,0,0,0,38706.62000000001,138.28999999999974
167,-0.01,160.25000000000003,79.89999999999988,87.0,1,1,226,2,228,86.87942477876098,32.35000000000042,78.84999999999998,100.0,31.6000000000004,33.10000000000044,219,0,0,0,0,38788.26000000007,139.24999999999972
168,-0.01,160.24000000000004,79.44999999999987,86.5,1,1,226,2,228,86.99225663716808,32.05000000000042,79.44999999999987,100.0,31.3000000000004,32.800000000000445,219,0,0,0,0,39031.82000000009,140.20999999999975
169,39.980000000000004,200.22000000000003,100.0,86.0,1,1,226,2,228,86.90199115044241,31.750000000000423,79.59999999999988,100.0,31.000000000000398,32.50000000000045,219,0,0,0,0,39192.950000000026,141.16999999999973
170,-0.01,200.21000000000004,99.55,85.5,1,1,226,2,228,86.81039823008844,31.450000000000422,79.59999999999988,100.0,30.700000000000397,32.20000000000045,219,0,0,0,0,39352.12000000004,142.12999999999977
171,-0.01,200.20000000000005,99.1,85.0,1,1,226,2,228,86.88141592920346,31.150000000000425,79.59999999999988,100.0,30.400000000000396,31.90000000000045,219,0,0,0,0,39591.76000000004,142.59999999999974
172,-0.01,200.19000000000005,98.64999999999999,84.5,1,1,226,2,228,86.71150442477868,30.85000000000042,79.59999999999988,100.0,30.100000000000396,31.60000000000045,219,0,0,0,0,39710.94000000003,143.55999999999977
173,-0.01,200.18000000000006,98.19999999999999,84.0,1,1,226,2,228,87.36460176991143,30.550000000000423,79.14999999999988,100.0,29.800000000000395,31.30000000000045,219,0,0,0,0,40190.030000000006,144.51999999999975
174,-0.01,200.17000000000007,97.74999999999999,83.5,1,1,226,2,228,88.42853982300879,30.25000000000042,79.14999999999988,100.0,29.500000000000394,31.000000000000448,219,0,0,0,0,40909.06000000007,145.4799999999998
175,-0.01,200.16000000000008,97.29999999999998,83.0,1,1,226,2,228,89.04999999999995,29.950000000000422,79.59999999999988,100.0,29.200000000000394,30.700000000000447,219,0,0,0,0,41387.17000000009,146.43999999999977
176,-0.01,200.1500000000001,96.84999999999998,82.5,1,1,226,2,228,89.94535398230083,29.650000000000418,79.29999999999988,100.0,28.900000000000393,30.400000000000446,219,0,0,0,0,41987.70000000005,147.3999999999998
177,-0.01,200.1400000000001,96.39999999999998,82.0,1,1,226,2,228,90.2314159292035,29.35000000000042,78.84999999999988,100.0,28.600000000000392,30.100000000000446,219,0,0,0,0,42306.339999999975,148.3599999999998
178,-0.01,200.1300000000001,95.94999999999997,81.5,1,1,226,2,228,90.16039823008845,29.050000000000416,78.54999999999988,100.0,28.30000000000039,29.800000000000445,219,0,0,0,0,42505.98999999998,149.31999999999982
179,-0.01,200.12000000000012,95.49999999999997,81.0,1,1,226,2,228,90.44513274336278,28.75000000000042,78.24999999999989,100.0,28.00000000000039,29.500000000000444,219,0,0,0,0,42824.63000000006,150.2799999999998
180,-0.01,200.11000000000013,95.04999999999997,80.5,1,1,226,2,228,90.93362831858403,28.450000000000415,79.89999999999988,100.0,27.70000000000039,29.200000000000443,219,0,0,0,0,43262.74999999997,151.23999999999984
181,-0.01,200.10000000000014,94.59999999999997,80.0,1,1,226,2,228,91.06769911504419,28.150000000000418,79.59999999999988,100.0,27.40000000000039,28.900000000000443,219,0,0,0,0,43543.360000000015,152.19999999999982
182,-0.01,200.09000000000015,94.14999999999996,79.5,1,1,226,2,228,91.35243362831852,27.850000000000414,79.59999999999988,100.0,27.10000000000039,28.600000000000442,219,0,0,0,0,43863.470000000016,153.15999999999985
183,-0.01,200.08000000000015,93.84999999999997,79.0,1,1,226,2,228,91.64845132743359,27.550000000000416,79.59999999999988,100.0,26.800000000000388,28.30000000000044,219,0,0,0,0,44222.100000000035,154.11999999999983
184,0.48,200.56000000000014,93.54999999999997,98.5,1,1,226,2,228,92.01482300884952,27.250000000000412,79.74999999999989,100.0,26.500000000000387,28.00000000000044,219,0,0,0,0,44582.690000000024,155.07999999999987
185,-0.01,200.55000000000015,93.09999999999997,98.0,1,1,226,2,228,91.8422566371681,26.950000000000415,79.59999999999988,100.0,26.200000000000387,27.70000000000044,219,0,0,0,0,44701.380000000034,156.03999999999985
186,-0.01,200.54000000000016,92.64999999999996,97.5,1,1,226,2,228,92.08783185840703,26.65000000000041,79.44999999999987,100.0,25.900000000000386,27.40000000000044,219,0,0,0,0,45061.48000000007,156.9999999999999
187,-0.01,200.53000000000017,92.19999999999996,97.0,1,1,226,2,228,92.37057522123888,26.350000000000414,79.44999999999987,100.0,25.600000000000385,27.10000000000044,219,0,0,0,0,45382.57000000003,157.95999999999987
188,-0.01,200.52000000000018,91.74999999999996,96.5,1,1,226,2,228,92.89623893805305,26.05000000000041,79.44999999999987,100.0,25.300000000000384,26.800000000000438,219,0,0,0,0,45861.66000000003,158.9199999999999
189,-0.01,200.5100000000002,91.29999999999995,96.0,1,1,226,2,228,93.18694690265484,25.750000000000412,78.99999999999987,100.0,25.000000000000384,26.500000000000437,219,0,0,0,0,46221.76000000003,159.87999999999988
190,-0.01,200.5000000000002,90.84999999999995,95.5,1,1,226,2,228,93.38539823008846,25.450000000000408,79.59999999999988,100.0,24.700000000000383,26.200000000000436,219,0,0,0,0,46501.880000000056,160.83999999999992
191,-0.01,200.4900000000002,90.39999999999995,95.0,1,1,226,2,228,93.41659292035393,25.15000000000041,79.29999999999988,100.0,24.400000000000382,25.900000000000436,219,0,0,0,0,46744.95000000007,161.7999999999999
192,-0.01,200.48000000000022,89.94999999999995,94.5,1,1,226,2,228,93.18761061946898,24.850000000000406,79.14999999999988,100.0,24.10000000000038,25.600000000000435,219,0,0,0,0,46904.6100000001,162.75999999999993
193,-0.01,200.47000000000023,89.49999999999994,94.0,1,1,226,2,228,93.05752212389378,24.475000000000406,78.84999999999988,100.0,23.80000000000038,25.150000000000436,219,0,0,0,0,47066.72000000005,163.2299999999999
194,-0.01,200.46000000000024,89.04999999999994,93.5,1,1,226,2,228,92.86902654867254,24.17500000000041,80.04999999999988,100.0,23.50000000000038,24.850000000000435,219,0,0,0,0,47187.860000000095,164.18999999999994
195,-0.01,200.45000000000024,88.59999999999994,93.0,1,1,226,2,228,92.45154867256635,23.80000000000041,79.59999999999988,100.0,23.20000000000038,24.400000000000436,219,0,0,0,0,47227.060000000034,164.6599999999999
196,-0.01,200.44000000000025,88.14999999999993,92.5,1,1,226,2,228,92.19999999999996,23.42500000000041,79.59999999999988,100.0,22.90000000000038,23.950000000000436,219,0,0,0,0,47387.21000000003,165.12999999999994
197,-0.01,200.43000000000026,87.69999999999993,92.0,1,1,226,2,228,91.941814159292,23.125000000000405,80.04999999999988,100.0,22.600000000000378,23.650000000000436,219,0,0,0,0,47468.85000000006,166.08999999999992
198,-0.01,200.42000000000027,87.24999999999993,91.5,1,1,226,2,228,91.4997787610619,22.825000000000408,79.59999999999988,99.55,22.300000000000377,23.350000000000435,219,0,0,0,0,47470.020000000084,167.04999999999995
199,-0.01,200.41000000000028,86.79999999999993,91.0,1,1,226,2,228,91.15331858407073,22.525000000000404,80.94999999999989,100.0,22.000000000000377,23.050000000000434,219,0,0,0,0,47513.6300000001,168.00999999999993
200,-0.01,200.4000000000003,86.34999999999992,90.5,1,1,226,2,228,90.75840707964596,22.225000000000406,80.49999999999989,100.0,21.700000000000376,22.750000000000433,219,0,0,0,0,47553.32000000007,168.96999999999997
201,-0.01,200.3900000000003,85.89999999999992,90.0,1,1,226,2,228,90.34623893805303,21.925000000000402,80.04999999999988,100.0,21.400000000000375,22.450000000000433,219,0,0,0,0,47595.950000000004,169.92999999999995
202,-0.01,200.3800000000003,85.44999999999992,89.5,1,1,226,2,228,89.96725663716808,21.625000000000405,79.59999999999988,100.0,21.100000000000374,22.150000000000432,219,0,0,0,0,47676.610000000015,170.89
203,-0.01,200.37000000000032,84.99999999999991,89.0,1,1,226,2,228,89.76747787610616,21.3250000000004,79.59999999999988,100.0,20.800000000000374,21.85000000000043,219,0,0,0,0,47802.16000000004,171.84999999999997
204,-0.01,200.36000000000033,84.54999999999991,88.5,1,1,226,2,228,89.48075221238932,21.025000000000404,79.59999999999988,100.0,20.500000000000373,21.55000000000043,219,0,0,0,0,47927.22000000004,172.81
205,-0.01,200.35000000000034,84.09999999999991,88.0,1,1,226,2,228,89.27234513274331,20.7250000000004,79.89999999999988,100.0,20.200000000000372,21.25000000000043,219,0,0,0,0,48048.360000000044,173.76999999999998
206,-0.01,200.34000000000034,83.6499999999999,87.5,1,1,226,2,228,88.92389380530969,20.425000000000402,79.59999999999988,100.0,19.90000000000037,20.95000000000043,219,0,0,0,0,48091.48000000005,174.73000000000002
207,-0.01,200.33000000000035,83.1999999999999,87.0,1,1,226,2,228,88.83296460176985,20.050000000000402,79.59999999999988,100.0,19.450000000000372,20.65000000000043,219,0,0,0,0,48293.580000000045,174.70999999999998
208,-0.01,200.32000000000036,82.7499999999999,86.5,0,1,226,2,228,88.91261061946896,19.675000000000402,79.59999999999988,100.0,19.000000000000373,20.350000000000428,219,0,0,0,0,48615.16000000005,175.18
209,-0.01,200.31000000000037,82.2999999999999,86.0,1,1,226,2,228,88.86283185840702,19.300000000000402,79.89999999999988,100.0,18.550000000000374,20.050000000000427,219,0,0,0,0,48815.30000000008,175.64999999999998
210,-0.01,200.30000000000038,81.8499999999999,85.5,1,1,226,2,228,88.62588495575216,18.925000000000402,79.59999999999988,100.0,18.100000000000374,19.750000000000426,219,0,0,0,0,48935.95000000008,176.12
211,-0.01,200.2900000000004,81.39999999999989,85.0,1,1,226,2,228,88.36637168141586,18.550000000000402,79.89999999999988,100.0,17.650000000000375,19.450000000000426,219,0,0,0,0,49015.63000000007,176.09999999999997
212,-0.01,200.2800000000004,80.94999999999989,84.5,1,1,226,2,228,88.0132743362831,18.175000000000402,79.89999999999988,100.0,17.200000000000376,19.150000000000425,219,0,0,0,0,49054.830000000045,176.07999999999998
213,-0.01,200.2700000000004,80.49999999999989,84.0,1,1,226,2,228,87.8831858407079,17.800000000000402,79.89999999999988,100.0,16.750000000000377,18.850000000000424,219,0,0,0,0,49214.49000000009,176.05999999999995
214,-0.01,200.26000000000042,80.04999999999988,83.5,1,1,226,2,228,87.80221238938046,17.425000000000402,79.59999999999988,100.0,16.300000000000377,18.550000000000423,219,0,0,0,0,49372.68000000008,176.03999999999996
215,-0.01,200.25000000000043,79.59999999999988,83.0,1,1,226,2,228,87.88384955752205,17.0500000000004,79.59999999999988,100.0,15.850000000000376,18.250000000000423,219,0,0,0,0,49611.83000000009,176.01999999999992
216,39.980000000000004,240.23000000000042,100.0,82.5,1,1,226,2,228,87.78827433628311,16.6750000000004,79.44999999999987,100.0,15.400000000000375,17.950000000000422,219,0,0,0,0,49811.48000000013,175.99999999999994
217,-0.01,240.22000000000043,99.55,82.0,1,1,226,2,228,87.69336283185832,16.3000000000004,79.59999999999988,100.0,14.950000000000374,17.65000000000042,219,0,0,0,0,49970.65000000008,175.9799999999999
218,-0.01,240.21000000000043,99.1,81.5,1,1,226,2,228,87.43384955752205,15.925000000000397,79.14999999999988,100.0,14.500000000000373,17.35000000000042,219,0,0,0,0,50051.31000000008,175.95999999999992
219,-0.01,240.20000000000044,98.64999999999999,81.0,1,1,226,2,228,87.8798672566371,15.550000000000395,78.69999999999987,100.0,14.050000000000372,17.05000000000042,219,0,0,0,0,50450.91000000007,175.93999999999988
220,-0.01,240.19000000000045,98.19999999999999,80.5,1,1,226,2,228,88.69955752212384,15.175000000000395,78.24999999999987,100.0,13.600000000000371,16.75000000000042,219,0,0,0,0,51009.000000000095,175.9199999999999
221,-0.01,240.18000000000046,97.74999999999999,80.0,1,1,226,2,228,89.16283185840703,14.800000000000395,77.79999999999987,100.0,13.15000000000037,16.45000000000042,219,0,0,0,0,51449.0800000001,175.89999999999986
222,-0.01,240.17000000000047,97.29999999999998,79.5,1,1,226,2,228,90.48694690265482,14.425000000000393,79.59999999999988,100.0,12.700000000000369,16.150000000000418,219,0,0,0,0,52249.56000000008,175.87999999999988
223,0.48,240.65000000000046,96.99999999999999,99.0,1,1,226,2,228,90.7564159292035,14.050000000000392,79.59999999999988,100.0,12.250000000000368,15.850000000000417,219,0,0,0,0,52570.65000000013,175.85999999999984
224,-0.01,240.64000000000047,96.54999999999998,98.5,1,1,226,2,228,90.83871681415924,13.675000000000392,79.59999999999988,100.0,11.800000000000367,15.550000000000416,219,0,0,0,0,52851.26000000008,175.83999999999986
225,-0.01,240.63000000000048,96.09999999999998,98.0,1,1,226,2,228,90.97743362831854,13.300000000000392,79.59999999999988,100.0,11.350000000000366,15.250000000000416,219,0,0,0,0,53130.89000000002,175.81999999999982
226,-0.01,240.6200000000005,95.64999999999998,97.5,1,1,226,2,228,90.89911504424772,12.92500000000039,79.14999999999988,100.0,10.900000000000365,14.950000000000415,219,0,0,0,0,53330.05000000007,175.79999999999984
227,-0.01,240.6100000000005,95.19999999999997,97.0,1,1,226,2,228,91.3922566371681,12.550000000000388,79.89999999999988,100.0,10.450000000000363,14.650000000000414,219,0,0,0,0,53769.6400000001,175.7799999999998
228,-0.01,240.6000000000005,94.74999999999997,96.5,1,1,226,2,228,91.31526548672562,12.175000000000388,79.59999999999988,100.0,10.000000000000362,14.350000000000414,219,0,0,0,0,53931.260000000075,175.75999999999982
229,-0.01,240.59000000000052,94.29999999999997,96.0,1,1,226,2,228,91.14933628318578,11.800000000000388,79.59999999999988,100.0,9.550000000000361,14.050000000000413,219,0,0,0,0,54053.38000000009,175.73999999999978
230,-0.01,240.58000000000052,93.84999999999997,95.5,1,1,226,2,228,91.69424778761059,11.425000000000386,79.14999999999988,100.0,9.10000000000036,13.750000000000412,219,0,0,0,0,54532.9600000001,175.7199999999998
231,-0.01,240.57000000000053,93.39999999999996,95.0,1,1,226,2,228,91.75796460176986,11.050000000000384,79.89999999999988,100.0,8.65000000000036,13.450000000000411,219,0,0,0,0,54814.06000000007,175.69999999999976
232,-0.01,240.56000000000054,92.94999999999996,94.5,1,1,226,2,228,91.61924778761058,10.675000000000384,79.59999999999988,100.0,8.200000000000358,13.15000000000041,219,0,0,0,0,54974.21000000003,175.67999999999978
233,-0.01,240.55000000000055,92.49999999999996,94.0,1,1,226,2,228,91.54623893805305,10.300000000000384,79.14999999999988,100.0,7.750000000000358,12.85000000000041,219,0,0,0,0,55136.810000000136,175.65999999999974
234,-0.01,240.54000000000056,92.04999999999995,93.5,1,1,226,2,228,92.21061946902651,9.925000000000384,79.59999999999988,100.0,7.300000000000358,12.55000000000041,219,0,0,0,0,55657.8500000001,175.63999999999976
235,-0.01,240.53000000000057,91.59999999999995,93.0,1,1,226,2,228,92.17278761061944,9.550000000000383,79.59999999999988,100.0,6.850000000000358,12.250000000000409,219,0,0,0,0,55897.98000000008,175.61999999999972
236,-0.01,240.52000000000058,91.14999999999995,92.5,1,1,226,2,228,92.4648230088495,9.175000000000383,79.44999999999987,100.0,6.400000000000357,11.950000000000408,219,0,0,0,0,56219.0700000001,175.59999999999974
237,-0.01,240.5100000000006,90.69999999999995,92.0,1,1,226,2,228,92.53716814159286,8.875000000000382,79.59999999999988,100.0,6.100000000000358,11.650000000000407,219,0,0,0,0,56460.180000000124,175.5799999999997
238,-0.01,240.5000000000006,90.24999999999994,91.5,1,1,226,2,228,92.35265486725659,8.575000000000383,79.59999999999988,100.0,5.800000000000358,11.350000000000406,219,0,0,0,0,56581.32000000011,175.55999999999972
239,-0.01,240.4900000000006,89.79999999999994,91.0,1,1,226,2,228,92.28097345132738,8.275000000000382,79.59999999999988,100.0,5.500000000000358,11.050000000000406,219,0,0,0,0,56742.94000000009,175.53999999999968
240,-0.01,240.48000000000062,89.34999999999994,90.5,1,1,226,2,228,92.13495575221236,7.975000000000382,79.59999999999988,100.0,5.200000000000358,10.750000000000405,219,0,0,0,0,56904.070000000145,175.5199999999997
241,-0.01,240.47000000000062,88.89999999999993,90.0,1,1,226,2,228,91.78716814159287,7.675000000000381,79.44999999999987,100.0,4.900000000000358,10.450000000000404,219,0,0,0,0,56944.740000000085,175.49999999999966
242,-0.01,240.46000000000063,88.44999999999993,89.5,1,1,226,2,228,91.52964601769906,7.375000000000381,79.59999999999988,100.0,4.6000000000003585,10.150000000000404,219,0,0,0,0,57025.89000000011,175.47999999999968
243,-0.01,240.45000000000064,87.99999999999993,89.0,1,1,226,2,228,91.49380530973447,7.075000000000381,79.60000000000016,100.0,4.300000000000359,9.850000000000403,219,0,0,0,0,57230.44000000012,175.45999999999964
244,-0.01,240.44000000000065,87.54999999999993,88.5,1,1,226,2,228,91.16526548672562,6.7750000000003805,79.89999999999988,100.0,4.000000000000359,9.550000000000402,219,0,0,0,0,57314.53000000007,175.43999999999966
245,-0.01,240.43000000000066,87.09999999999992,88.0,1,1,226,2,228,90.87787610619465,6.47500000000038,80.49999999999989,100.0,3.700000000000359,9.250000000000401,219,0,0,0,0,57435.18000000017,175.41999999999962
246,-0.01,240.42000000000067,86.64999999999992,87.5,1,1,226,2,228,90.45840707964598,6.17500000000038,80.04999999999988,100.0,3.400000000000359,8.9500000000004,219,0,0,0,0,57476.83000000009,175.39999999999964
247,-0.01,240.41000000000068,86.19999999999992,87.0,1,1,226,2,228,90.01836283185835,5.87500000000038,79.59999999999988,99.55,3.1000000000003594,8.6500000000004,219,0,0,0,0,57478.00000000012,175.3799999999996
248,-0.01,240.4000000000007,85.74999999999991,86.5,1,1,226,2,228,89.84247787610613,5.575000000000379,79.89999999999988,100.0,2.8000000000003595,8.3500000000004,219,0,0,0,0,57599.63000000012,175.35999999999962
249,-0.01,240.3900000000007,85.29999999999991,86.0,1,1,226,2,228,89.51659292035392,5.200000000000379,79.59999999999988,100.0,2.35000000000036,8.050000000000399,219,0,0,0,0,57681.27000000006,175.33999999999958
250,-0.01,240.3800000000007,84.84999999999991,85.5,1,1,226,2,228,89.4223451327433,4.90000000000038,79.59999999999988,100.0,2.05000000000036,7.750000000000399,219,0,0,0,0,57840.930000000146,175.8099999999996
251,-0.01,240.37000000000072,84.3999999999999,85.0,1,1,226,2,228,89.3440265486725,4.52500000000038,80.34999999999988,100.0,1.60000000000036,7.450000000000399,219,0,0,0,0,58000.1000000001,175.78999999999957
252,-0.01,240.36000000000072,83.9499999999999,84.5,1,1,226,2,228,88.91991150442472,4.15000000000038,79.89999999999988,100.0,1.15000000000036,7.150000000000399,219,0,0,0,0,58039.79000000011,176.2599999999996
253,-0.01,240.35000000000073,83.4999999999999,84.0,1,1,226,2,228,88.56814159292028,3.7750000000003796,79.59999999999988,100.0,0.70000000000036,6.850000000000399,219,0,0,0,0,58118.98000000011,176.23999999999955
254,-0.01,240.34000000000074,83.0499999999999,83.5,1,1,226,2,228,88.95973451327428,3.4000000000003796,79.59999999999988,100.0,0.25000000000036005,6.5500000000003995,219,0,0,0,0,58558.57000000012,176.21999999999957
255,-0.01,240.33000000000075,82.5999999999999,83.0,1,1,226,1,227,88.88340707964596,6.2500000000004,79.89999999999988,100.0,6.2500000000004,6.2500000000004,219,0,0,0,1,58756.75000000013,176.19999999999953
256,-0.01,240.32000000000076,82.14999999999989,82.5,1,1,226,1,227,88.62455752212384,5.9500000000004,79.59999999999988,100.0,5.9500000000004,5.9500000000004,219,0,0,0,0,58837.90000000007,176.18999999999954
257,-0.01,240.31000000000077,81.69999999999989,82.0,1,1,226,1,227,88.35176991150436,5.6500000000004,79.44999999999987,100.0,5.6500000000004,5.6500000000004,219,0,0,0,0,58956.59000000017,176.17999999999955
